file_name	relative_path_if_available	dataset_id	file_role	data_domain	source_type	source_url_or_local_manifest	file_size_bytes	sha256	compression_format	read_status	availability_status	used_in_F0	planned_F_section_use	audit_status	artifact_class	publication_destination	review_priority	note
GSE206785_scgex.txt.gz		GSE206785	geo_processed_scRNA_expression_log1p	mixed	researcher_provided_local	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/suppl/GSE206785_scgex.txt.gz	247163920	0D9B51BAF814741C47273C747345BEE1291AE5056187968B09A22A54DF687EC7	gz	not_checked_in_F0_file_manifest	not_found_at_expected_path	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; read_status=gzip_full_stream_read_twice_ok; audit_decision=downloaded_readable_processed_expression_use_after_section_specific_audit; 111140 Cell rows x 25287 genes, comma-delimited log1p(count)-like values; not raw counts or raw droplets
TCGA-STAD.methylation450.tsv.gz		TCGA-STAD	xena_methylation450_beta_matrix	mixed	researcher_provided_local	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.methylation450.tsv.gz	1325740274	87C3F54E034D7FE693ECF2A8E059B8BC329712BF0703A1E886E6F428DB23B29C	gz	not_checked_in_F0_file_manifest	not_found_at_expected_path	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; read_status=gzip_full_stream_read_ok; audit_decision=downloaded_readable_use_after_F7_specific_audit; 486427 CpG probes x 397 sample columns, beta values with missing entries
TCGA-STAD.masked_somatic_mutation.verified_maf_files.tar		TCGA-STAD	gdc_masked_somatic_mutation_verified_collection	mixed	researcher_provided_local	https://api.gdc.cancer.gov/data/{file_id}	61767680	47D5312FDFB2A70AE00D46FC9BFD44F3CC6F37F05F4B84952341B91B9355C933	tar	not_checked_in_F0_file_manifest	not_found_at_expected_path	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; read_status=tar_434_members_match_manifest_size_md5_and_gzip; audit_decision=downloaded_verified_use_after_F7_specific_audit; 183107 MAF rows across 431 nonempty tumor samples plus 3 zero-variant files
gdc_masked_somatic_mutation_file_checksums.tsv		TCGA-STAD	gdc_masked_somatic_mutation_per_file_checksums	mixed	researcher_provided_local	https://api.gdc.cancer.gov/data/{file_id}	211460	1830B88C5EA6116D7821E38E55C010FD441B2629C8F10D66E539F7C36F1E3C40	tsv	not_checked_in_F0_file_manifest	not_found_at_expected_path	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=generated_from_verified_collection; read_status=434_rows_all_official_md5_match_all_gzip_ok; contains per-file relative path, official MD5, local MD5, local SHA256 and variant-row counts
GSE183904_RAW.tar	data/public_downloads/GSE183904_RAW.tar	GSE183904	supplementary_author_filtered_raw_count_archive	mixed	locally_precached	https://www.ncbi.nlm.nih.gov/geo/download/?acc=GSE183904&format=file	345210880	BA089D1DC186826E84D2199D1EB6942C35EB8FB70E7A5D2B20650B72982B90B3	tar	not_gzip	project_local_available	true	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Locally available F0/F1 input; main scRNA archive contains author-provided raw gene count CSV.gz matrices after Cell Ranger feature counting and Seurat QC/filtering; not FASTQ or empty-droplet matrix
GSE183904_series_matrix.txt.gz	data/public_downloads/GEO_metadata/GSE183904_series_matrix.txt.gz	GSE183904	geo_series_matrix_metadata	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE183nnn/GSE183904/matrix/GSE183904_series_matrix.txt.gz	3941	CC24A924F6B59A1EC561D1DDC894783E443E9915825B8EBF84F2E184421F55CC	gz	gzip_read_ok	project_local_available	true	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F0 metadata for sample_info construction
GSE235046_series_matrix.txt.gz	data/public_downloads/GSE235046/GSE235046_series_matrix.txt.gz	GSE235046	geo_series_matrix_metadata	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235046/matrix/GSE235046_series_matrix.txt.gz	3001	EDE708EA1EAE4AE27C1EDDA4340BEF2F26357C491139922D57403AB692888A8E	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F2.1 sample design metadata
GSE235046_Count_table.txt.gz	data/public_downloads/GSE235046/GSE235046_Count_table.txt.gz	GSE235046	bulk_rnaseq_rsem_expected_count_like_table	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE235nnn/GSE235046/suppl/GSE235046_Count_table.txt.gz	1110939	683EC07B3D81EA8CB6B834B08E071BA9EC2B89F49C61AC303029864B1A110906	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F2.1 count/expression table; precheck found fractional values, so method audit is required and DESeq2 is not allowed by default without raw/integer or approved tximport-compatible route.
SRP444325_RunInfo.csv	data/public_downloads/SRP444325/SRP444325_RunInfo.csv	SRP444325	sra_runinfo_metadata_for_GSE235046_raw_route	mixed	locally_precached	https://trace.ncbi.nlm.nih.gov/Traces/sra-db-be/runinfo?acc=SRP444325	8590	F259C40974E1B78F60B601744A62258DF4211FCBC4F408B7FEC8B955438B36B8	csv	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Official NCBI SRA run table metadata only; not FASTQ data. Use with ENA read-run table and dedicated download script before F2.1 raw-reprocessing route.
SRP444325_ENA_read_run.tsv	data/public_downloads/SRP444325/SRP444325_ENA_read_run.tsv	SRP444325	ena_fastq_url_md5_size_plan_for_GSE235046_raw_route	mixed	locally_precached	https://www.ebi.ac.uk/ena/portal/api/filereport?accession=SRP444325&result=read_run	5378	AB043658A48945A64351C496CEE64A8E54FEF08E3D8B4B5BA120BA6330B9D7C2	tsv	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Official ENA run table with FASTQ URLs, byte sizes, and MD5 checksums. Plan found 30 main paired FASTQ files plus one 115-byte non-R1/R2 ENA extra file excluded from main download by default.
GSE239676_series_matrix.txt.gz	data/public_downloads/GSE239676/GSE239676_series_matrix.txt.gz	GSE239676	geo_series_matrix_metadata	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/matrix/GSE239676_series_matrix.txt.gz	6061	332449EDF40DB7B80C76BAEEFD4A1D3FBC533BBCC02AC3C7EBE789189CDB3B4A	gz	gzip_not_yet_tested	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Metadata only for external single-cell validation dataset; supplementary matrix remains pending.
GSE239676_suppl_listing.html	data/public_downloads/GSE239676/GSE239676_suppl_listing.html	GSE239676	geo_supplementary_listing	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/suppl/	890	8915E6E6224BFB95304B3F32C8B58BF7952BD79DE9A7FBBBF25EE5600C35B908	html	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Listing confirms barcodes/features/meta/count_matrix supplementary files and remote sizes; not an analysis input.
GSE239676_barcodes.tsv.gz	data/public_downloads/GSE239676/GSE239676_barcodes.tsv.gz	GSE239676	external_sc_validation_barcode_file_partial_dataset	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE239nnn/GSE239676/suppl/GSE239676_barcodes.tsv.gz	5646427	0CCC4A623061FA62D1AC4D60D6E234980A7DD82D8F3CB221DD9FA065A76189EF	gz	gzip_not_yet_tested	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	One component of the external single-cell validation matrix. Dataset is not ready until features, metadata, and count_matrix complete and pass gzip/manifest checks.
gencode.v44.basic.annotation.gtf.gz	data/public_downloads/inferCNV/gencode.v44.basic.annotation.gtf.gz	GENCODE_GRCh38_v44	infercnv_gene_order_source_gtf	mixed	locally_precached	https://ftp.ebi.ac.uk/pub/databases/gencode/Gencode_human/release_44/gencode.v44.basic.annotation.gtf.gz	29570410	3E52F82C63F8FD860BF632CCDE10441C05751F4C342AD08C0A98E9E2700171A5	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Source GTF for derived hg38 gene order
infercnv_gene_order_hg38_gencode_v44_gene_symbols_all_standard_chromosomes.tsv	data/public_downloads/inferCNV/infercnv_gene_order_hg38_gencode_v44_gene_symbols_all_standard_chromosomes.tsv	GENCODE_GRCh38_v44	derived_infercnv_gene_order_all_standard_chromosomes	mixed	locally_precached	derived_from:gencode.v44.basic.annotation.gtf.gz	6061529	994A9B9D3AD287FCC817C49A11120C78DBAD767065FAAC84E77166BF35514DD4	tsv	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Generated locally from GENCODE v44 basic gene features; includes chr1-22, chrX, chrY, chrM
infercnv_gene_order_hg38_gencode_v44_gene_symbols_chr1_22.tsv	data/public_downloads/inferCNV/infercnv_gene_order_hg38_gencode_v44_gene_symbols_chr1_22.tsv	GENCODE_GRCh38_v44	derived_infercnv_gene_order_chr1_22_main	mixed	locally_precached	derived_from:gencode.v44.basic.annotation.gtf.gz	5764109	99C7BB8EAB7B46F7A278A3C929B4F892AE1C64590F36D2B67C7D5DF7BD6B9638	tsv	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Generated locally from GENCODE v44; recommended main inferCNV autosome gene_order candidate
infercnv_gene_order_hg38_gencode_v44_duplicate_gene_symbols.tsv	data/public_downloads/inferCNV/infercnv_gene_order_hg38_gencode_v44_duplicate_gene_symbols.tsv	GENCODE_GRCh38_v44	derived_gene_order_duplicate_symbol_report	mixed	locally_precached	derived_from:gencode.v44.basic.annotation.gtf.gz	29294	E87792AF524094A8CA52C17D3563CAA21B89CAB3A716B3727D47F0E392579854	tsv	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Cross-chromosome duplicated gene symbols excluded from derived gene_order
allTFs_hg38.txt	data/public_downloads/SCENIC_resources/tf_lists/allTFs_hg38.txt	SCENIC_hg38_v10	scenic_human_tf_list	mixed	locally_precached	https://resources.aertslab.org/cistarget/tf_lists/allTFs_hg38.txt	11690	3953034F84112C60D3D8EF15B0E0C8AC5FCE0B40D2C7C0824C2945C70CEE2523	txt	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F3.3 pySCENIC resource already present
motifs-v10nr_clust-nr.hgnc-m0.001-o0.0.tbl	data/public_downloads/SCENIC_resources/motif2tf/motifs-v10nr_clust-nr.hgnc-m0.001-o0.0.tbl	SCENIC_hg38_v10	scenic_motif_to_tf_annotation	mixed	locally_precached	https://resources.aertslab.org/cistarget/motif2tf/motifs-v10nr_clust-nr.hgnc-m0.001-o0.0.tbl	98718421	81EB754118E27E854974301B1400FCF519489F8BE5249239671FB288CB501C31	tbl	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F3.3 pySCENIC resource already present
hg38_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings.feather	data/public_downloads/SCENIC_resources/databases/hg38_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings.feather	SCENIC_hg38_v10	scenic_motif_ranking_database_10kb	mixed	locally_precached	https://resources.aertslab.org/cistarget/databases/homo_sapiens/hg38/refseq_r80/mc_v10_clust/gene_based/hg38_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings.feather	311298530	9C4026A3A8E25FE07CF96749644E2CA028B787410829B30B9932574DC6E78BDB	feather	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F3.3 pySCENIC resource already present
hg38_500bp_up_100bp_down_full_tx_v10_clust.genes_vs_motifs.rankings.feather	data/public_downloads/SCENIC_resources/databases/hg38_500bp_up_100bp_down_full_tx_v10_clust.genes_vs_motifs.rankings.feather	SCENIC_hg38_v10	scenic_motif_ranking_database_500bp	mixed	locally_precached	https://resources.aertslab.org/cistarget/databases/homo_sapiens/hg38/refseq_r80/mc_v10_clust/gene_based/hg38_500bp_up_100bp_down_full_tx_v10_clust.genes_vs_motifs.rankings.feather	312955770	50BD3A2E0DA17BF74AD31B1A2F284EBBACFAD700A07A540A7A1D3DB5E185EAAC	feather	not_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F3.3 pySCENIC resource already present
GSE15459_series_matrix.txt.gz	data/public_downloads/bulk_GEO/GSE15459/GSE15459_series_matrix.txt.gz	GSE15459	bulk_geo_series_matrix	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE15nnn/GSE15459/matrix/GSE15459_series_matrix.txt.gz	42511569	ABDF0D375D30644CBEEDD5A3E0A6ECC806638E7A8D741E5BFE3460C5E8DA7C70	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F5/F2.4 external bulk cohort candidate; platform GPL570
GSE66229_series_matrix.txt.gz	data/public_downloads/bulk_GEO/GSE66229/GSE66229_series_matrix.txt.gz	GSE66229	bulk_geo_series_matrix	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE66nnn/GSE66229/matrix/GSE66229_series_matrix.txt.gz	113340046	CFF264857A79011A7A0509F27AD16DFB0226380EC4B346DF3AA7BFC3FC2B10CD	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F5 external bulk cohort candidate; platform GPL570
GSE84426_series_matrix.txt.gz	data/public_downloads/bulk_GEO/GSE84426/GSE84426_series_matrix.txt.gz	GSE84426	bulk_geo_series_matrix	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84426/matrix/GSE84426_series_matrix.txt.gz	19811732	191B734860DDA0A0496FDF56E46166A904A0FFA4BE4C66E221EBC09E9F9F0090	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F5 external bulk cohort candidate; platform GPL6947
GSE26253_series_matrix.txt.gz	data/public_downloads/bulk_GEO/GSE26253/GSE26253_series_matrix.txt.gz	GSE26253	bulk_geo_series_matrix	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26253/matrix/GSE26253_series_matrix.txt.gz	37949539	B919BE92A87461EC4A19A43BBE4784B6B3C59DD824DF683983C3A3A172A96E20	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F5/F2.4 external bulk cohort candidate; platform GPL8432
GSE62254_series_matrix.txt.gz	data/public_downloads/bulk_GEO/GSE62254/GSE62254_series_matrix.txt.gz	GSE62254	bulk_geo_series_matrix	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE62nnn/GSE62254/matrix/GSE62254_series_matrix.txt.gz	85256104	DFD3622A445C0487596E182906E80FBEAF8930AB1ECCA120137DBA6207945145	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F5/F2.4 ACRG external bulk cohort candidate; platform GPL570
GSE84437_series_matrix.txt.gz	data/public_downloads/bulk_GEO/GSE84437/GSE84437_series_matrix.txt.gz	GSE84437	bulk_geo_series_matrix	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE84nnn/GSE84437/matrix/GSE84437_series_matrix.txt.gz	130863613	BCB5097075C9EBC11925FECE9A1CE7C0D0C447E8551FAD256337B2460AEB59E7	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	F5/F2.4 external bulk cohort candidate; platform GPL6947
GPL570.annot.gz	data/public_downloads/bulk_GEO/platform_annotations/GPL570.annot.gz	GPL570	geo_platform_probe_annotation	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/platforms/GPLnnn/GPL570/annot/GPL570.annot.gz	8471521	D7CD44352127B1E34F3A720EBEA86093EF255A38F1612A85A2962B71BDE8F394	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Probe annotation for GPL570 cohorts
GPL6947.annot.gz	data/public_downloads/bulk_GEO/platform_annotations/GPL6947.annot.gz	GPL6947	geo_platform_probe_annotation	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL6nnn/GPL6947/annot/GPL6947.annot.gz	6956785	244C4EF6394ABD8C87309318F3F27E9E63C45D2D1C3E89303818F1F63A290824	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Probe annotation for GPL6947 cohorts
GPL8432_HUMANREF-8_V3_0_R1_11282963_A_WGDASL.txt.gz	data/public_downloads/bulk_GEO/platform_annotations/GPL8432_HUMANREF-8_V3_0_R1_11282963_A_WGDASL.txt.gz	GPL8432	geo_platform_probe_annotation_suppl	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/platforms/GPL8nnn/GPL8432/suppl/GPL8432_HUMANREF-8_V3_0_R1_11282963_A_WGDASL.txt.gz	10211449	A5271F1C6F0247F7A94E144F1637F8D5299DAF2065523B252958337EFA98591A	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Supplemental probe annotation for GPL8432; official annot directory unavailable
TCGA-STAD.survival.tsv.gz	data/public_downloads/TCGA_STAD/TCGA-STAD.survival.tsv.gz	TCGA-STAD	tcga_stad_survival_table	mixed	locally_precached	https://gdc.xenahubs.net/download/TCGA-STAD.survival.tsv.gz	3996	E2FBBE163AAE49189CFCEE4B89A7EADEAABB5FB46B6DB7A09C67989EBE3DB86F	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Small Xena survival table; must be reconciled with downloaded TCGA expression/clinical/CNV resources by barcode before survival or multiomics analysis; does not replace expression, clinical, mutation, CNV or methylation audit.
TCGA-STAD.star_counts.tsv.gz	data/public_downloads/TCGA_STAD/TCGA-STAD.star_counts.tsv.gz	TCGA-STAD	xena_star_counts_expression	mixed	locally_precached	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.star_counts.tsv.gz	57991361	0DAD0CC6DC8681FC473A5DE1ABB62998FCC7D9DB80E295C9D4E77FEF98E4EBD5	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; full-stream inverse validation PASS in results/F0_audit/TCGA_STAD_star_counts_inverse_validation.tsv; locally available for processed-expression analyses and, after F7 audit, round(2^x-1) reconstructed integer counts for DESeq2 VST/WGCNA only. Do not treat this as blanket approval for DESeq2 differential expression.
TCGA-STAD.star_tpm.tsv.gz	data/public_downloads/TCGA_STAD/TCGA-STAD.star_tpm.tsv.gz	TCGA-STAD	xena_star_tpm_expression	mixed	locally_precached	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.star_tpm.tsv.gz	147329295	6C0D00FE28A25E1FD41905F9C818EC39BD6F15694F85BDE4609A1522ADDE665C	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; sample barcode and gene symbol mapping must be audited; do not mix sample-level and patient-level records TPM suitable candidate for normalized expression scoring/correlation after log/normalization decision; not for count models
data_clinical_patient.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/data_clinical_patient.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_pancan_clinical_patient	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	134386	E92ACFD65317E19E8682460999F984F6B57D340DC38ED184BCE3B6FA8411A4D5	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal PanCancer clinical annotations; must reconcile with Xena/GDC barcodes and survival endpoints usable for subtype/MSI/clinical covariates after sample matching audit
data_clinical_sample.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/data_clinical_sample.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_pancan_clinical_sample	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	93194	E082F706BBBB5FF1104389B93CDC852F9DD31019B0BCF4AFCBF7D7654CB2ACE1	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal PanCancer clinical annotations; must reconcile with Xena/GDC barcodes and survival endpoints usable for subtype/MSI/clinical covariates after sample matching audit
data_cna.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/data_cna.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_gistic_discrete_cna	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	24627999	4780337064E69C0F1D68A1338FB5560163479674D4328D3339E8601AA93E742D	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal source; CNV interpretation must cite GISTIC/log2 CNA profile metadata and match samples to expression; not raw segment-level evidence usable candidate for F7 CNV event and cis-CNV expression analysis after sample matching audit
data_log2_cna.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/data_log2_cna.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_log2_cna	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	68743156	75DE2036E7FA12025A32176A5D7FC0639472A4371D19CF20FB7A00F098630FA2	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; processed cBioPortal source; CNV interpretation must cite GISTIC/log2 CNA profile metadata and match samples to expression; not raw segment-level evidence usable candidate for F7 CNV event and cis-CNV expression analysis after sample matching audit
meta_cna.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/meta_cna.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_metadata_or_readme	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	445	EEFDECD8334A9B3AA8CC65B6C9489508E7D57C30569A74802E22121B2056A251	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
meta_log2_cna.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/meta_log2_cna.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_metadata_or_readme	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	332	7A7D521AECDE91FA86FC89C925E101E2C2A9529E412F0C6182706B4B7EED0B36	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
meta_clinical_patient.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/meta_clinical_patient.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_metadata_or_readme	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	158	3A2D3C68ACC9D1B78EE5BBF98B7D23D4B2E8AA6D6A42DD8B471662C84112D861	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
meta_clinical_sample.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/meta_clinical_sample.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_metadata_or_readme	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	156	F732DE58E7953606BACE58391EC4D8032922B933935FF9D9DAE20979AAE6ABD1	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
meta_study.txt	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/meta_study.txt	TCGA-STAD PanCancer Atlas 2018	cbioportal_metadata_or_readme	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	594	43A3342C22833E5B23C3B1E3BA556484041C49CAD930195FE236455CBB95A926	txt	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
README.md	data/public_downloads/TCGA_STAD/cbioportal_stad_tcga_pan_can_atlas_2018/README.md	TCGA-STAD PanCancer Atlas 2018	cbioportal_metadata_or_readme	mixed	locally_precached	https://github.com/cBioPortal/datahub/tree/master/public/stad_tcga_pan_can_atlas_2018	1541	7969716B3516AB0D994EFA9DEE8D19CBA42EFE1E48AB476A3ABA9062D54B56E6	md	plain_text_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports interpretation of cBioPortal processed tables
TCGA-STAD.GDC_cases_clinical.json	data/public_downloads/TCGA_STAD/TCGA-STAD.GDC_cases_clinical.json	TCGA-STAD	gdc_cases_clinical_json	mixed	locally_precached	https://api.gdc.cancer.gov/cases	3655827	D132CC975164F85DB25692B23592418F9CA6BC9472FBA31C9B6C668D3A76AFCB	json	json_or_tsv_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; case count differs from Xena survival and cBioPortal PanCancer samples; requires barcode harmonization before survival/clinical models usable for patient/sample metadata audit and covariate availability after reconciliation
TCGA-STAD.GDC_cases_clinical_flattened.tsv	data/public_downloads/TCGA_STAD/TCGA-STAD.GDC_cases_clinical_flattened.tsv	TCGA-STAD	gdc_cases_clinical_flattened	mixed	locally_precached	https://api.gdc.cancer.gov/cases	107713	8D4BEA48E9087821E17539610D8205816739AE0690C74DF33A89130B4AC4056E	tsv	json_or_tsv_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=downloaded_readable_use_after_section_specific_audit; case count differs from Xena survival and cBioPortal PanCancer samples; requires barcode harmonization before survival/clinical models usable for patient/sample metadata audit and covariate availability after reconciliation
